,Week,Online demand,Oil price,Temperature,Oil price momentum (%),Oil price momentum - month (%),Temperature momentum (%),Temperature momentum - month (%),Oil price momentum + capped,Oil price momentum - capped,Temperature momentum + capped,Temperature momentum - capped,Oil price momentum month + capped,Oil price momentum month - capped,Temperature momentum month + capped,Temperature momentum month - capped,Oil price W-4,Oil price W-8,Temperature W-4,Temperature W-8,Online demand mean at same date
56,2014-10-28,155777.4193548387,85.5,13.300000000000011,-1.1194892908359066,-10.230737851205973,-11.081441922563428,-9.58126330731014,-0.0,-1.1194892908359066,-0.0,-11.081441922563428,-0.0,-10.230737851205973,-0.0,-9.58126330731014,97.15,102.64,18.600000000000023,19.05000000000001,117203.2258064516
57,2014-11-04,167259.0,84.315,14.100000000000023,-1.3859649122807016,-10.263209304142851,2.402402402402437,-11.053795136330125,-0.0,-1.3859649122807016,2.402402402402437,0.0,-0.0,-10.263209304142851,-0.0,-11.053795136330125,91.89500000000001,100.2,17.450000000000017,20.05000000000001,109121.33333333333
58,2014-11-11,196470.0,82.13,10.200000000000017,-2.5914724544861545,-9.559977016716326,-11.436950146627577,-15.761285386381019,-0.0,-2.5914724544861545,-0.0,-11.436950146627577,-0.0,-9.559977016716326,-0.0,-15.761285386381019,88.23,97.96,15.500000000000028,18.00000000000003,100373.66666666667
59,2014-11-18,225681.0,78.955,10.500000000000028,-3.8658224765615423,-9.02917719378793,0.993377483443747,-30.289855072463734,-0.0,-3.8658224765615423,0.993377483443747,0.0,-0.0,-9.02917719378793,-0.0,-30.289855072463734,86.46799999999999,96.91,17.450000000000017,13.800000000000011,91626.0
60,2014-11-25,254892.0,79.45,11.750000000000028,0.6269393958584057,-7.737444368391289,4.098360655737698,-26.92307692307686,0.6269393958584057,0.0,4.098360655737698,0.0,-0.0,-7.737444368391289,-0.0,-26.92307692307686,85.5,97.15,13.300000000000011,18.600000000000023,82878.33333333333
61,2014-12-02,277873.87096774194,72.51,9.55000000000004,-8.735053492762745,-9.134052996548759,-6.929133858267678,-30.40596520298251,-0.0,-8.735053492762745,-0.0,-6.929133858267678,-0.0,-9.134052996548759,-0.0,-30.40596520298251,84.315,91.89500000000001,14.100000000000023,17.450000000000017,77582.25806451614
62,2014-12-09,263480.9677419355,66.0,6.100000000000023,-8.978071990070347,-12.262531285736678,-11.675126903553345,-31.153496821071624,-0.0,-8.978071990070347,-0.0,-11.675126903553345,-0.0,-12.262531285736678,-0.0,-31.153496821071624,82.13,88.23,10.200000000000017,15.500000000000028,80915.16129032258
63,2014-12-16,249088.06451612903,60.65,8.350000000000023,-8.106060606060606,-15.80235720761558,8.620689655172399,-25.675675675675556,-0.0,-8.106060606060606,8.620689655172399,0.0,-0.0,-15.80235720761558,-0.0,-25.675675675675556,78.955,86.46799999999999,10.500000000000028,17.450000000000017,84248.06451612903
64,2014-12-23,234695.16129032258,60.24,6.050000000000011,-0.6760098928276892,-20.1477605048484,-8.112874779541478,-35.44575725026845,-0.0,-0.6760098928276892,-0.0,-8.112874779541478,-0.0,-20.1477605048484,-0.0,-35.44575725026845,79.45,85.5,11.750000000000028,13.300000000000011,87580.96774193548
65,2014-12-30,220302.25806451612,57.93,1.5000000000000284,-3.834661354581681,-21.793991279209045,-17.466410748560392,-47.619047619047564,-0.0,-3.834661354581681,-0.0,-17.466410748560392,-0.0,-21.793991279209045,-0.0,-47.619047619047564,72.51,84.315,9.55000000000004,14.100000000000023,90913.87096774194
